7.2362 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A6500F5B50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A6500F5AF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A6500F5820>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A65680BF40>, multiSample=False, name='window1', numSamples=2, pos=(320, 180), screen=0, size=array([1280,  720]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.8348 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=84, pos=array([ 0.38525203, -0.00945238]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
10.8366 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=34, pos=array([-0.01213938,  0.06534176]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
10.8381 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=291, pos=array([0.00721036, 0.49663933]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
10.8506 	EXP 	fixation: autoDraw = False
10.8506 	EXP 	target: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = False
10.8506 	EXP 	distr: autoDraw = True
10.8506 	EXP 	distr: autoDraw = True
10.8506 	EXP 	distr: autoDraw = True
10.8506 	EXP 	distr: autoDraw = True
10.8506 	EXP 	distr: autoDraw = True
10.8506 	EXP 	fixation: autoDraw = True
10.8506 	EXP 	target: autoDraw = True
10.9522 	DATA 	Mouse:  Left button up, pos=(780,31)
12.4353 	DATA 	Mouse: Left button down, pos=(579,533)
12.4389 	EXP 	New trial (rep=2, index=0): None
12.4414 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=130, pos=array([-0.0089287 ,  0.30828039]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4431 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=289, pos=array([0.20948957, 0.18601826]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4447 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=61, pos=array([0.2620641 , 0.43130859]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4473 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=59, pos=array([-0.23874226, -0.02030898]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4494 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=337, pos=array([ 0.25153756, -0.16416818]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4517 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=49, pos=array([-0.27636771, -0.00621505]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4541 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=101, pos=array([-0.16637458,  0.37576477]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4560 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=330, pos=array([-0.36183004, -0.15880613]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4576 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=273, pos=array([ 0.00842938, -0.01616877]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4592 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=315, pos=array([0.46807914, 0.48938083]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
12.4832 	EXP 	fixation: autoDraw = False
12.4832 	EXP 	target: autoDraw = False
12.4832 	EXP 	distr: autoDraw = False
12.4832 	EXP 	distr: autoDraw = False
12.4832 	EXP 	distr: autoDraw = False
12.4832 	EXP 	distr: autoDraw = False
12.4832 	EXP 	distr: autoDraw = False
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	distr: autoDraw = True
12.4832 	EXP 	fixation: autoDraw = True
12.4832 	EXP 	target: autoDraw = True
12.5679 	DATA 	Mouse:  Left button up, pos=(579,533)
14.0679 	DATA 	Mouse: Left button down, pos=(927,92)
14.0716 	EXP 	New trial (rep=3, index=0): None
14.0741 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=219, pos=array([-0.46574697,  0.17193213]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0758 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=189, pos=array([-0.35690291,  0.05950789]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0774 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=289, pos=array([ 0.35203131, -0.24659907]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0799 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=193, pos=array([ 0.03082452, -0.38355427]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0825 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=318, pos=array([-0.01324784, -0.21910213]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0848 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=15, pos=array([0.33711415, 0.16464607]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0874 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=178, pos=array([-0.41905953,  0.38301479]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0895 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=226, pos=array([ 0.31807666, -0.13091288]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0912 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=328, pos=array([0.17300872, 0.07370496]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.0936 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=217, pos=array([-0.17357606, -0.01627655]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
14.1165 	EXP 	fixation: autoDraw = False
14.1165 	EXP 	target: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = False
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	distr: autoDraw = True
14.1165 	EXP 	fixation: autoDraw = True
14.1165 	EXP 	target: autoDraw = True
14.2005 	DATA 	Mouse:  Left button up, pos=(927,92)
