trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
165,0,165,0,10,233.1752705,233.1752705,0.021726,[-0.41944444444444445],[-0.3388888888888889],[1],[0],[0],[1.2257244999999557],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
166,0,166,0,5,234.4082962,234.4082962,0.0102279,[0.15694444444444444],[0.17777777777777778],[1],[0],[0],[0.8702845000000252],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
167,0,167,0,5,235.2916378,235.2916378,0.0114797,[-0.20277777777777778],[0.4027777777777778],[1],[0],[0],[1.0681382999999869],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
168,0,168,0,5,236.3741844,236.3741844,0.0114995,[0.30416666666666664],[0.2708333333333333],[1],[0],[0],[1.1348953000000392],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
169,0,169,0,5,237.5242485,237.5242485,0.01082,[-0.4722222222222222],[0.10555555555555556],[1],[0],[0],[1.1706652000000304],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
170,0,170,0,5,238.7068439,238.7068439,0.01043,[0.25972222222222224],[0.40694444444444444],[1],[0],[0],[1.003356599999961],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
171,0,171,0,5,239.7230758,239.7230758,0.011479,[-0.4013888888888889],[0.45],[1],[0],[0],[1.1187223000000586],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
172,0,172,0,10,240.8729226,240.8729226,0.022684,[-0.44305555555555554],[-0.2263888888888889],[1],[0],[0],[0.9912347000000636],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
173,0,173,0,5,241.8721242,241.8721242,0.0112206,[-0.39166666666666666],[-0.4166666666666667],[1],[0],[0],[0.9695173999999724],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
174,0,174,0,5,242.8555974,242.8555974,0.010651,[-0.20277777777777778],[0.14444444444444443],[1],[0],[0],[1.53485569999998],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
175,0,175,0,5,244.4049396,244.4049396,0.0110248,[-0.06666666666666667],[0.1763888888888889],[1],[0],[0],[0.8040467000000717],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
176,0,176,0,10,245.238653,245.238653,0.0224424,[0.27361111111111114],[0.21944444444444444],[1],[0],[0],[1.0588568000000578],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
177,0,177,0,5,246.3045159,246.3045159,0.0104085,[-0.4305555555555556],[-0.24444444444444444],[1],[0],[0],[1.0360951000000114],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
178,0,178,0,5,247.3541469,247.3541469,0.0109891,[0.28055555555555556],[0.07083333333333333],[1],[0],[0],[1.3685145000000603],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
179,0,179,0,5,248.736771,248.736771,0.0125438,[-0.30833333333333335],[0.2861111111111111],[1],[0],[0],[1.1519466999999395],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
180,0,180,0,10,249.9201215,249.9201215,0.0219679,[0.3472222222222222],[-0.21388888888888888],[1],[0],[0],[1.9252371999999696],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
181,0,181,0,5,251.8530894,251.8530894,0.0113375,[0.034722222222222224],[-0.19305555555555556],[1],[0],[0],[0.9026422000000593],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
182,0,182,0,10,252.7859005,252.7859005,0.0219605,[0.020833333333333332],[0.043055555555555555],[1],[0],[0],[1.5940226999999823],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
183,0,183,0,10,254.4013208,254.4013208,0.0224289,[-0.3194444444444444],[-0.36527777777777776],[1],[0],[0],[0.9737897999999632],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
184,0,184,0,10,255.4009957,255.4009957,0.021865,[0.09861111111111111],[-0.45],[1],[0],[0],[2.1092886000000135],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
185,0,185,0,10,257.5338573,257.5338573,0.0212413,[-0.2013888888888889],[0.06388888888888888],[1],[0],[0],[1.0569039999999177],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
186,0,186,0,10,258.6166355,258.6166355,0.0220843,[0.37777777777777777],[0.2652777777777778],[1],[0],[0],[1.1750792000000274],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
187,0,187,0,5,259.8001409,259.8001409,0.0116263,[-0.45555555555555555],[-0.25416666666666665],[1],[0],[0],[1.017502600000057],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
188,0,188,0,10,260.8494346,260.8494346,0.0207862,[-0.2875],[-0.4111111111111111],[1],[0],[0],[1.1612847999999758],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
189,0,189,0,10,262.032283,262.032283,0.0219415,[0.4888888888888889],[0.10833333333333334],[1],[0],[0],[1.023409499999957],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
190,0,190,0,10,263.0819308,263.0819308,0.0220683,[0.32083333333333336],[-0.39444444444444443],[1],[0],[0],[1.4583948999999166],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
191,0,191,0,5,264.5478432,264.5478432,0.0108628,[0.4027777777777778],[-0.3972222222222222],[1],[0],[0],[0.9034414000000197],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
192,0,192,0,10,265.4809517,265.4809517,0.020482,[0.20416666666666666],[0.26944444444444443],[1],[0],[0],[1.7445821000000024],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
193,0,193,0,10,267.2473492,267.2473492,0.0204539,[0.08194444444444444],[0.0],[1],[0],[0],[1.1398367999998982],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
194,0,194,0,10,268.4134878,268.4134878,0.0220503,[-0.08611111111111111],[0.1875],[1],[0],[0],[2.2248568999999634],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
195,0,195,0,5,270.645996,270.645996,0.0121542,[0.16944444444444445],[-0.3263888888888889],[1],[0],[0],[1.0017396000000645],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
196,0,196,0,5,271.6626564,271.6626564,0.0113465,[-0.015277777777777777],[0.2861111111111111],[1],[0],[0],[1.1519329999999854],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
197,0,197,0,10,272.8456055,272.8456055,0.0214351,[0.3458333333333333],[-0.4513888888888889],[1],[0],[0],[1.7918136000000686],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
198,0,198,0,10,274.6613723,274.6613723,0.0220243,[-0.015277777777777777],[-0.12777777777777777],[1],[0],[0],[1.2297760000000153],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
199,0,199,0,5,275.8944049,275.8944049,0.0098843,[-0.002777777777777778],[0.16805555555555557],[1],[0],[0],[1.0159483999999566],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
